,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
0,209228_x_at,6.09e-20,2.73e-24,20.9,44.599313,3.74,TUSC3,tumor suppressor candidate 3,7991
1,203256_at,3.78e-19,3.3899999999999994e-23,19.6,42.237994,4.82,CDH3,cadherin 3,1001
2,202528_at,9.36e-19,1.26e-22,18.9,40.998538,3.56,GALE,UDP-galactose-4-epimerase,2582
3,203510_at,1.41e-18,2.54e-22,18.6,40.334485,3.23,MET,"MET proto-oncogene, receptor tyrosine kinase",4233
4,214735_at,1.65e-18,3.69e-22,-18.4,39.97959,-4.8,IPCEF1,interaction protein for cytohesin exchange factors 1,26034
5,209470_s_at,2.48e-18,7.52e-22,-18.1,39.303063,-3.26,GPM6A,glycoprotein M6A,2823
6,210495_x_at,2.48e-18,7.79e-22,18.1,39.269264,4.02,FN1,fibronectin 1,2335
7,216442_x_at,5.28e-18,1.89e-21,17.6,38.423437,4.02,FN1,fibronectin 1,2335
8,213423_x_at,1.4e-17,5.65e-21,17.1,37.378981,3.84,TUSC3,tumor suppressor candidate 3,7991
9,202833_s_at,2.38e-17,1.07e-20,16.9,36.771455,5.03,SERPINA1,serpin family A member 1,5265
10,211719_x_at,3.25e-17,1.6e-20,16.7,36.380642,3.92,FN1,fibronectin 1,2335
11,211478_s_at,4.09e-17,2.31e-20,16.5,36.028418,4.64,DPP4,dipeptidyl peptidase 4,1803
12,212464_s_at,4.09e-17,2.39e-20,16.5,35.997763,3.99,FN1,fibronectin 1,2335
13,211429_s_at,1.05e-16,6.91e-20,16.0,34.976954,4.42,SERPINA1,serpin family A member 1,5265
14,203716_s_at,1.05e-16,7.08e-20,16.0,34.952981,4.97,DPP4,dipeptidyl peptidase 4,1803
15,203717_at,1.07e-16,7.66e-20,16.0,34.877109,3.89,DPP4,dipeptidyl peptidase 4,1803
16,205016_at,1.62e-16,1.24e-19,15.8,34.413229,3.9,TGFA,transforming growth factor alpha,7039
17,206765_at,1.69e-16,1.37e-19,15.8,34.317913,4.39,KCNJ2,potassium voltage-gated channel subfamily J member 2,3759
18,209270_at,2.86e-16,2.44e-19,15.5,33.760335,4.5,LAMB3,laminin subunit beta 3,3914
19,205413_at,4.93e-16,4.42e-19,-15.3,33.185031,-4.94,MPPED2,metallophosphoesterase domain containing 2,744
20,200701_at,1.4e-15,1.32e-18,14.8,32.124648,1.7,NPC2,NPC intracellular cholesterol transporter 2,10577
21,218313_s_at,1.52e-15,1.5e-18,14.8,32.001715,2.69,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,51809
22,203780_at,1.14e-14,1.18e-17,13.9,30.00101,2.8,MPZL2,myelin protein zero like 2,10205
23,202701_at,1.19e-14,1.28e-17,13.9,29.918027,1.61,BMP1,bone morphogenetic protein 1,649
24,205221_at,1.25e-14,1.4e-17,-13.9,29.831136,-4.33,HGD,"homogentisate 1,2-dioxygenase",3081
25,209469_at,3.04e-14,3.54e-17,-13.5,28.929944,-3.82,GPM6A,glycoprotein M6A,2823
26,206884_s_at,3.39e-14,4.11e-17,13.5,28.785895,3.83,SCEL,sciellin,8796
27,222173_s_at,4.05e-14,5.09e-17,13.4,28.576028,2.63,TBC1D2,TBC1 domain family member 2,55357
28,218182_s_at,5.09e-14,6.63e-17,13.3,28.319354,4.09,CLDN1,claudin 1,9076
29,219029_at,5.52e-14,7.43e-17,-13.2,28.207326,-1.58,TMEM267,transmembrane protein 267,64417
30,211599_x_at,5.83e-14,8.36e-17,13.2,28.092057,3.37,MET,"MET proto-oncogene, receptor tyrosine kinase",4233
31,218309_at,5.83e-14,8.38e-17,13.2,28.090675,3.38,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,55450
32,212850_s_at,5.83e-14,8.63e-17,13.2,28.061251,5.37,LRP4,LDL receptor related protein 4,4038
33,209515_s_at,6.46e-14,9.86e-17,13.1,27.93147,2.42,RAB27A,"RAB27A, member RAS oncogene family",5873
34,202180_s_at,9.59e-14,1.51e-16,13.0,27.517209,1.91,MVP,major vault protein,9961
35,211564_s_at,1.12e-13,1.82e-16,12.9,27.334546,4.52,PDLIM4,PDZ and LIM domain 4,8572
36,203685_at,1.17e-13,1.94e-16,-12.9,27.272244,-2.38,BCL2,"BCL2, apoptosis regulator",596
37,219877_at,1.22e-13,2.09e-16,-12.8,27.19929,-2.89,ZMAT4,zinc finger matrin-type 4,79698
38,204623_at,1.55e-13,2.72e-16,-12.7,26.940284,-6.2,TFF3,trefoil factor 3,7033
39,209514_s_at,1.77e-13,3.17e-16,12.7,26.789615,2.52,RAB27A,"RAB27A, member RAS oncogene family",5873
40,218826_at,1.77e-13,3.27e-16,12.7,26.761108,1.83,SLC35F2,solute carrier family 35 member F2,54733
41,221185_s_at,1.93e-13,3.64e-16,-12.6,26.65392,-1.63,IQCG,IQ motif containing G,84223
42,202733_at,2.03e-13,3.92e-16,12.6,26.581363,2.05,LOC101927705///P4HA2,uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2,101927705///8974
43,218368_s_at,2.27e-13,4.48e-16,12.6,26.451896,3.3,TNFRSF12A,TNF receptor superfamily member 12A,51330
44,208025_s_at,2.27e-13,4.58e-16,12.6,26.429999,5.06,HMGA2,high mobility group AT-hook 2,8091
45,213807_x_at,2.72e-13,5.62e-16,12.5,26.230474,2.9,MET,"MET proto-oncogene, receptor tyrosine kinase",4233
46,202286_s_at,3.36e-13,7.08e-16,12.4,26.003734,5.46,TACSTD2,tumor-associated calcium signal transducer 2,4070
47,205174_s_at,4.42e-13,9.52e-16,12.3,25.714161,3.75,QPCT,glutaminyl-peptide cyclotransferase,25797
48,220723_s_at,7.05e-13,1.55e-15,-12.1,25.236547,-2.22,CWH43,cell wall biogenesis 43 C-terminal homolog,80157
49,210951_x_at,7.21e-13,1.64e-15,12.1,25.178583,2.37,RAB27A,"RAB27A, member RAS oncogene family",5873
50,204124_at,7.21e-13,1.65e-15,12.1,25.175135,4.9,SLC34A2,solute carrier family 34 member 2,10568
51,202119_s_at,7.3e-13,1.7e-15,-12.1,25.143495,-0.892,CPNE3,copine 3,8895
52,201666_at,8.84e-13,2.1e-15,12.0,24.937412,2.4,TIMP1,TIMP metallopeptidase inhibitor 1,7076
53,208161_s_at,9.02e-13,2.19e-15,12.0,24.898973,3.0,ABCC3,ATP binding cassette subfamily C member 3,8714
54,212803_at,9.49e-13,2.34e-15,12.0,24.831835,2.38,NAB2,NGFI-A binding protein 2,4665
55,202071_at,9.71e-13,2.44e-15,12.0,24.791272,2.4,SDC4,syndecan 4,6385
56,203779_s_at,1.2e-12,3.06e-15,11.9,24.570243,1.94,MPZL2,myelin protein zero like 2,10205
57,214175_x_at,1.2e-12,3.12e-15,11.9,24.54995,3.35,PDLIM4,PDZ and LIM domain 4,8572
58,205481_at,1.26e-12,3.32e-15,11.8,24.488063,3.18,ADORA1,adenosine A1 receptor,134
59,202826_at,1.38e-12,3.73e-15,11.8,24.376279,2.32,SPINT1,"serine peptidase inhibitor, Kunitz type 1",6692
60,203349_s_at,1.73e-12,4.78e-15,11.7,24.131599,2.21,ETV5,ETS variant 5,2119
61,205357_s_at,1.73e-12,4.8e-15,-11.7,24.127302,-3.31,AGTR1,angiotensin II receptor type 1,185
62,205498_at,1.88e-12,5.45e-15,-11.7,24.002854,-2.73,GHR,growth hormone receptor,2690
63,203058_s_at,1.88e-12,5.51e-15,-11.7,23.992337,-3.19,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,9060
64,205051_s_at,1.88e-12,5.53e-15,-11.7,23.988794,-4.68,KIT,KIT proto-oncogene receptor tyrosine kinase,3815
65,217728_at,1.88e-12,5.58e-15,11.7,23.980306,1.04,S100A6,S100 calcium binding protein A6,6277
66,203222_s_at,1.97e-12,5.92e-15,-11.6,23.922198,-1.93,TLE1,transducin like enhancer of split 1,7088
67,218653_at,2.05e-12,6.35e-15,-11.6,23.852484,-3.28,SLC25A15,solute carrier family 25 member 15,10166
68,220204_s_at,2.05e-12,6.44e-15,-11.6,23.838931,-3.18,BMP8A,bone morphogenetic protein 8a,353500
69,207691_x_at,2.05e-12,6.44e-15,11.6,23.838855,3.17,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
70,217127_at,2.13e-12,6.8e-15,-11.6,23.785567,-2.28,CTH,cystathionine gamma-lyase,1491
71,204105_s_at,2.2e-12,7.1e-15,11.6,23.743387,2.68,NRCAM,neuronal cell adhesion molecule,4897
72,208949_s_at,2.34e-12,7.72e-15,11.5,23.66143,2.23,LGALS3,"lectin, galactoside binding soluble 3",3958
73,208758_at,2.34e-12,7.76e-15,11.5,23.656118,1.26,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,471
74,219059_s_at,2.53e-12,8.5e-15,-11.5,23.56696,-3.2,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
75,207808_s_at,3.03e-12,1.03e-14,11.4,23.375818,2.74,PROS1,protein S (alpha),5627
76,213188_s_at,3.51e-12,1.21e-14,-11.4,23.216531,-1.53,MINA,MYC induced nuclear antigen,84864
77,203908_at,3.8e-12,1.33e-14,-11.4,23.12685,-4.82,SLC4A4,solute carrier family 4 member 4,8671
78,205876_at,3.93e-12,1.39e-14,-11.3,23.082337,-1.85,LIFR,leukemia inhibitory factor receptor alpha,3977
79,202677_at,4.22e-12,1.52e-14,11.3,22.99896,1.23,RASA1,RAS p21 protein activator 1,5921
80,201368_at,4.62e-12,1.68e-14,-11.3,22.898543,-1.25,ZFP36L2,ZFP36 ring finger protein like 2,678
81,206806_at,4.63e-12,1.7e-14,-11.3,22.883382,-2.91,DGKI,diacylglycerol kinase iota,9162
82,204917_s_at,6.34e-12,2.36e-14,-11.2,22.562119,-1.74,MLLT3,"MLLT3, super elongation complex subunit",4300
83,205640_at,7.17e-12,2.7e-14,11.1,22.429476,1.83,ALDH3B1,aldehyde dehydrogenase 3 family member B1,221
84,201012_at,7.8e-12,2.97e-14,11.1,22.335891,1.54,ANXA1,annexin A1,301
85,218613_at,9.28e-12,3.58e-14,11.0,22.153706,3.12,PSD3,pleckstrin and Sec7 domain containing 3,23362
86,212895_s_at,9.44e-12,3.69e-14,11.0,22.124728,1.39,ABR,active BCR-related,29
87,204328_at,9.83e-12,3.88e-14,11.0,22.074587,2.3,TMC6,transmembrane channel like 6,11322
88,209360_s_at,1.14e-11,4.56e-14,10.9,21.916468,2.57,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1,101928269///100506403///861
89,209803_s_at,1.8e-11,7.28e-14,10.8,21.455075,2.71,PHLDA2,pleckstrin homology like domain family A member 2,7262
90,203060_s_at,1.96e-11,8e-14,-10.7,21.362196,-3.67,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,9060
91,217546_at,2.19e-11,9.23e-14,-10.7,21.22157,-3.9,MT1M,metallothionein 1M,4499
92,215692_s_at,2.19e-11,9.24e-14,-10.7,21.220746,-2.08,MPPED2,metallophosphoesterase domain containing 2,744
93,222294_s_at,2.19e-11,9.25e-14,10.7,21.220085,2.01,RAB27A,"RAB27A, member RAS oncogene family",5873
94,203287_at,2.21e-11,9.43e-14,10.7,21.200551,1.7,LAD1,ladinin 1,3898
95,213308_at,2.21e-11,9.53e-14,-10.7,21.190507,-2.58,SHANK2,SH3 and multiple ankyrin repeat domains 2,22941
96,206209_s_at,2.47e-11,1.07e-13,-10.6,21.07301,-4.22,CA4,carbonic anhydrase 4,762
97,203355_s_at,2.71e-11,1.19e-13,10.6,20.968568,3.57,PSD3,pleckstrin and Sec7 domain containing 3,23362
98,37408_at,2.87e-11,1.28e-13,10.6,20.903054,2.52,MRC2,mannose receptor C type 2,9902
99,204513_s_at,3.07e-11,1.38e-13,-10.6,20.826215,-2.81,ELMO1,engulfment and cell motility 1,9844
100,201749_at,3.26e-11,1.48e-13,10.5,20.758859,1.7,ECE1,endothelin converting enzyme 1,1889
101,204503_at,3.41e-11,1.56e-13,10.5,20.704626,1.65,EVPL,envoplakin,2125
102,208540_x_at,3.59e-11,1.66e-13,10.5,20.644841,1.67,,,
103,205612_at,3.63e-11,1.71e-13,-10.5,20.615134,-2.52,MMRN1,multimerin 1,22915
104,215380_s_at,3.63e-11,1.73e-13,10.5,20.605612,2.12,GGCT,gamma-glutamylcyclotransferase,79017
105,217226_s_at,3.63e-11,1.73e-13,10.5,20.604382,1.32,SFXN3,sideroflexin 3,81855
106,207981_s_at,3.71e-11,1.78e-13,-10.5,20.573788,-2.15,ESRRG,estrogen related receptor gamma,2104
107,212731_at,4.53e-11,2.19e-13,-10.4,20.369,-1.84,ANKRD46,ankyrin repeat domain 46,157567
108,216944_s_at,5.34e-11,2.61e-13,-10.3,20.19815,-2.75,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3708
109,212024_x_at,5.46e-11,2.69e-13,10.3,20.167466,0.853,FLII,"FLII, actin remodeling protein",2314
110,221447_s_at,5.52e-11,2.75e-13,-10.3,20.146541,-2.9,GLT8D2,glycosyltransferase 8 domain containing 2,83468
111,206208_at,5.76e-11,2.89e-13,-10.3,20.096373,-3.56,CA4,carbonic anhydrase 4,762
112,202308_at,7.2e-11,3.65e-13,10.2,19.868083,1.32,SREBF1,sterol regulatory element binding transcription factor 1,6720
113,218573_at,7.84e-11,4.01e-13,-10.2,19.774388,-0.808,MAGEH1,MAGE family member H1,28986
114,217165_x_at,8.7e-11,4.49e-13,-10.2,19.664198,-2.72,MT1F,metallothionein 1F,4494
115,203221_at,8.76e-11,4.56e-13,-10.2,19.648241,-1.61,TLE1,transducin like enhancer of split 1,7088
116,205954_at,9.42e-11,4.94e-13,10.1,19.568905,4.17,RXRG,retinoid X receptor gamma,6258
117,222056_s_at,9.5e-11,5.03e-13,-10.1,19.551597,-1.49,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A,51011
118,220974_x_at,9.8e-11,5.23e-13,10.1,19.512761,1.23,SFXN3,sideroflexin 3,81855
119,209295_at,1e-10,5.45e-13,10.1,19.472593,1.54,TNFRSF10B,TNF receptor superfamily member 10b,8795
120,210473_s_at,1e-10,5.45e-13,-10.1,19.472064,-2.54,ADGRA3,adhesion G protein-coupled receptor A3,166647
121,209612_s_at,1.07e-10,5.87e-13,-10.1,19.400067,-4.02,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125
122,203234_at,1.1e-10,6.08e-13,10.1,19.365274,2.03,UPP1,uridine phosphorylase 1,7378
123,204918_s_at,1.16e-10,6.48e-13,-10.0,19.30193,-1.62,MLLT3,"MLLT3, super elongation complex subunit",4300
124,206542_s_at,1.18e-10,6.6e-13,-10.0,19.283715,-0.872,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",6595
125,209035_at,1.22e-10,6.89e-13,10.0,19.242066,2.96,MDK,midkine (neurite growth-promoting factor 2),4192
126,206517_at,1.51e-10,8.6e-13,-9.96,19.022852,-3.33,CDH16,cadherin 16,1014
127,203980_at,1.78e-10,1.02e-12,-9.9,18.853097,-4.64,FABP4,fatty acid binding protein 4,2167
128,201474_s_at,1.9e-10,1.1e-12,9.88,18.780009,1.93,ITGA3,integrin subunit alpha 3,3675
129,206214_at,1.92e-10,1.12e-12,-9.87,18.760799,-2.05,PLA2G7,phospholipase A2 group VII,7941
130,203854_at,2.05e-10,1.21e-12,9.85,18.688258,2.49,CFI,complement factor I,3426
131,209447_at,2.09e-10,1.24e-12,-9.84,18.664281,-1.83,SYNE1,spectrin repeat containing nuclear envelope protein 1,23345
132,209474_s_at,2.58e-10,1.54e-12,9.77,18.446036,2.92,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
133,205083_at,2.58e-10,1.55e-12,-9.77,18.44243,-2.32,AOX1,aldehyde oxidase 1,316
134,200941_at,2.59e-10,1.57e-12,-9.76,18.431787,-1.23,HSBP1,heat shock factor binding protein 1,3281
135,219778_at,2.6e-10,1.59e-12,-9.76,18.418069,-3.03,ZFPM2,"zinc finger protein, FOG family member 2",23414
